"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"639",666,226166,"N. Mukiele","Nordi Mukiele",12,30,21,77,42,68,72,76,76,1574,1,1,0.800000012,3,0,3.899999857,0,1,3,6,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"641",668,194222,"Laguardia","Víctor Laguardia Cisneros",12,30,29,53,45,55,48,80,79,3240,1,2,0.5,12,0,2.200000048,0,1,3,1,3,"Europe","Europe Tier 1","Right","Defense",2
"645",672,205193,"K. Rekik","Karim Rekik",12,20,24,67,39,59,62,78,77,2070,0,0,0.300000012,4,1,2,0,1,2,4,5,"Europe","Europe Tier 1","Left","Defense",2
"647",674,219145,"G. Maripán","Guillermo Alfonso Maripán Loaysa",12,30,25,40,33,48,46,78,79,2009,2,2,0.699999988,5,0,4.199999809,2,1,2,6,8,"South America","Europe Tier 1","Right","Defense",2
"648",675,212196,"P. Sisto","Pione Sisto Ifolo Emirmija",12,20,24,80,75,72,82,47,63,835,2,1,0.699999988,0,0,0,1,1,4,4,5,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"650",677,223033,"Jorge Meré","Jorge Meré Pérez",12,20,22,68,30,54,65,78,73,2288,0,0,0,5,1,1.700000048,0,1,3,3,4,"Europe","Europe Tier 1","Right","Defense",2
"652",679,233631,"A. Ndiaye","Amath Ndiaye",12,20,22,87,70,67,81,46,66,1012,1,2,1,4,0,0.800000012,0,1,4,2,5,"Africa","Europe Tier 1","Right","Attacking Midfield",2
"661",688,234226,"Bruno Viana","Bruno Viana Willemen Da Silva",12,15,24,66,42,56,57,79,76,2880,0,1,0.300000012,5,0,2.200000048,0,1,3,3,8,"South America","Europe Tier 2","Right","Defense",2
"666",693,234569,"Florentino","Florentino Morris Luís",12,7,19,65,44,62,68,76,73,1078,1,0,0.5,1,0,2.5,0,1,2,7,10,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"669",697,237238,"S. McTominay","Scott McTominay",11.5,70,22,61,65,72,72,74,80,1133,2,0,1.200000048,1,0,3.399999857,1,1,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"671",699,185431,"N. Kalinic","Nikola Kalinic",11.5,50,31,67,76,64,74,42,72,752,2,0,0.5,3,0,2.299999952,0,3,4,9,9,"Europe","Europe Tier 1","Right","Forward",2
"680",711,207537,"J. Lukaku","Jordan Lukaku",11.5,40,24,91,61,70,80,71,78,170,0,0,0,1,0,0.300000012,0,2,4,6,7,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"681",712,182212,"A. Modeste","Anthony Modeste",11.5,40,31,74,78,63,72,35,80,367,6,0,1.799999952,2,0,1.799999952,0,2,3,3,4,"Europe","Europe Tier 1","Right","Forward",2
"682",713,234711,"J. Brekalo","Josip Brekalo",11.5,30,21,82,65,69,82,36,52,1416,3,3,1,2,0,0.200000003,0,1,3,4,6,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"683",714,238463,"A. Haidara","Amadou Haidara",11,30,21,73,70,74,76,65,69,375,1,0,1.299999952,1,0,1.200000048,1,1,2,6,8,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"686",717,175379,"Pedro León","Pedro León Sánchez Gil",11.5,30,32,60,78,85,81,45,59,426,1,0,0.800000012,0,0,1.299999952,0,2,3,1,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"687",718,208620,"Omar Mascarell","Omar Mascarell González",11.5,30,26,63,61,72,76,74,76,1219,0,2,0.699999988,4,0,3.900000095,0,1,5,6,8,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"688",720,229582,"G. Mancini","Gianluca Mancini",11.5,30,23,55,45,44,50,77,75,2252,5,2,1.299999952,5,0,2.400000095,0,1,3,3,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"691",723,232999,"T. Adams","Tyler Adams",11.5,30,20,76,48,67,72,73,75,723,0,2,0.200000003,0,0,1.700000048,0,1,3,6,8,"North America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"695",728,214988,"L. Miranda","Leonel Miranda",11.5,20,25,76,67,76,77,70,69,2194,0,0,0.899999976,3,0,0.800000012,2,1,3,3,6,"South America","South America","Right","Midfield (Attacking/Defensive)",2
"701",736,198031,"Sérgio Oliveira","Sérgio Miguel Relvas de Oliveira",11.5,15,27,58,76,79,76,67,66,576,2,1,1.799999952,2,0,0.800000012,0,1,3,7,10,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"702",737,215256,"R. Saravia","Renzo Saravia",11.5,15,26,90,41,68,76,73,79,1802,0,0,0.600000024,5,0,1.600000024,1,1,2,7,10,"South America","Europe Tier 3","Right","Defense",2
"703",738,245279,"Reguilón","Sergio Reguilón Rodríguez",11.5,15,22,78,50,71,74,75,69,1482,0,3,0.899999976,4,0,2.600000143,0,1,3,10,10,"Europe","Europe Tier 1","Left","Defense",2
"705",740,241486,"J. Koundé","Jules Koundé",11.5,10,20,70,31,48,62,78,69,3780,1,1,1,4,0,5.600000381,0,1,3,7,7,"Europe","Europe Tier 1","Right","Defense",2
"706",741,243780,"Kangin Lee","Kangin Lee",11.5,10,18,72,71,75,80,27,49,57,0,0,1.799999952,1,0,0,0,1,3,6,8,"Asia","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"708",745,199304,"Danilo","Danilo Luiz da Silva",11,90,27,71,70,74,74,78,76,925,1,0,1.299999952,2,0,2.100000143,1,2,4,10,10,"South America","Europe Tier 1","Right","Defense",2
"709",746,180819,"A. Lallana","Adam David Lallana",11,90,31,67,71,79,82,62,65,569,0,0,1.399999976,2,0,1.700000048,0,3,5,10,9,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"711",748,159145,"B. Gomis","Bafétimbi Gomis",11,60,33,70,82,66,75,36,74,45,0,0,3,0,0,4,0,3,3,7,10,"Europe","Asia Pacific","Right","Forward",2
"713",750,225161,"Vallejo","Jesús Vallejo Lázaro",11,60,22,71,41,55,62,77,67,401,1,0,0.200000003,1,1,6.599999905,0,1,3,10,10,"Europe","Europe Tier 1","Right","Defense",2
"715",754,202849,"J. Vestergaard","Jannik Vestergaard",11,50,26,34,49,61,48,80,77,2030,0,0,0.600000024,2,0,3.700000048,0,2,4,4,4,"Europe","Europe Tier 1","Right","Defense",2
"718",757,158963,"L. Biglia","Lucas Rodrigo Biglia",11,50,33,55,63,81,81,77,68,1285,1,0,0.899999976,3,0,1.100000024,1,3,4,7,7,"South America","Europe Tier 1","Right","Defensive Midfield",2
"719",758,192622,"S. Duffy","Shane Duffy",11,50,27,47,45,51,48,78,80,3088,5,1,1.100000024,4,1,5.300000191,6,1,3,1,2,"Europe","Europe Tier 1","Right","Defense",2
"720",759,199915,"L. Dunk","Lewis Dunk",11,50,27,46,40,55,61,78,77,3153,2,1,0.600000024,5,1,3.299999952,1,1,3,1,2,"Europe","Europe Tier 1","Right","Defense",2
"722",762,190547,"K. Glik","Kamil Glik",9.5,40,31,45,32,44,53,79,82,3406,1,0,0.899999976,10,0,5.600000381,2,3,2,6,8,"Europe","Europe Tier 1","Right","Defense",2
"723",763,225713,"J. Augustin","Jean-Kévin Augustin",11,30,22,81,75,62,80,30,63,876,5,0,2.5,1,0,0.300000012,0,1,3,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"724",764,220570,"J. Bednarek","Jan Bednarek",11,40,23,62,22,52,55,78,74,2151,0,1,0.200000003,7,0,3.200000048,3,1,3,4,4,"Europe","Europe Tier 1","Right","Defense",2
"730",770,200353,"A. Soumaoro","Adama Soumaoro",9.5,30,27,60,37,56,54,76,83,1730,0,1,0.300000012,5,1,2,0,1,3,4,8,"Europe","Europe Tier 1","Right","Defense",2
"737",778,208449,"C. Hérelle","Christophe Hérelle",11,30,26,64,46,63,62,78,74,2938,0,0,0.5,9,1,3.099999905,0,1,3,3,6,"Europe","Europe Tier 1","Right","Defense",2
"738",779,220925,"A. Schöpf","Alessandro Schöpf",11,30,25,76,71,70,79,58,70,1301,2,0,2.5,3,0,0.300000012,0,1,4,6,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"741",783,232097,"A. Harit","Amine Harit",11,30,22,81,60,71,82,44,46,1224,1,1,0.899999976,1,0,0.400000006,1,2,3,6,8,"Africa","Europe Tier 1","Right","Attacking Midfield",2
"743",786,232665,"M. Arambarri","Mauro Wilney Arambarri Rosa",11,20,23,37,57,70,71,76,70,2687,1,2,0.899999976,8,0,1.700000048,1,1,3,2,5,"South America","Europe Tier 1","Right","Defensive Midfield",2
"745",789,236441,"F. Bustos","Fabricio Bustos",11,15,23,87,62,72,79,70,72,1900,0,3,0.300000012,5,0,0.899999976,0,1,3,8,9,"South America","South America","Right","Defense",2
"748",792,236403,"E. N'Dicka","Evan N'Dicka",11,15,19,68,44,59,61,76,74,3010,1,2,0.899999976,4,1,4.099999905,0,1,3,5,6,"Europe","Europe Tier 1","Left","Defense",2
"750",795,220746,"A. Živkovic","Andrija Živkovic",11,10,22,75,69,74,83,57,51,800,0,3,3,1,0,0.699999988,0,1,3,7,10,"Europe","Europe Tier 2","Left","Attacking Midfield",2
"753",799,188942,"V. Wanyama","Victor Wanyama",10.5,80,28,51,65,67,70,79,82,806,1,0,0.699999988,4,0,1.900000095,0,2,3,7,8,"Africa","Europe Tier 1","Right","Defensive Midfield",2
"756",802,210736,"Emerson","Emerson Palmieri dos Santos",10.5,70,24,79,59,68,78,74,62,1680,0,2,1.600000024,1,0,1.299999952,0,2,3,7,8,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"761",807,212888,"C. Salcedo","Carlos Salcedo",9,50,25,65,31,52,62,77,78,461,0,0,0.5,3,0,2.200000048,0,1,3,8,10,"North America","North America","Right","Defense",2
"762",808,215466,"N. Maksimovic","Nikola Maksimovic",10.5,50,27,62,28,47,54,80,78,2127,0,1,0.300000012,7,0,9,0,2,3,7,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"765",811,205966,"A. Younes","Amin Younes",10.5,50,25,76,58,70,87,37,56,537,3,2,1.100000024,1,0,0.100000001,1,2,2,7,9,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"771",817,187598,"Rafael Tolói","Rafael Tolói",10.5,50,28,64,47,58,62,80,67,1748,1,3,1.200000048,1,1,1.299999952,0,2,2,3,6,"South America","Europe Tier 1","Right","Defense",2
"772",818,195202,"T. Cairney","Tom Cairney",9,50,28,63,72,77,79,60,64,2200,1,1,0.800000012,0,0,0.300000012,0,1,1,1,9,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"775",822,216266,"K. Tete","Kenny Tete",10.5,50,23,76,46,66,67,78,77,1246,0,3,0.900000036,2,0,1.699999928,1,2,2,6,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"776",823,202325,"D. Demme","Diego Demme",10.5,50,27,60,39,74,74,74,78,2190,0,3,1.100000024,4,0,1.100000024,0,1,4,6,8,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"780",827,216655,"Bastos","Bartolomeu Jacinto Quissanga",10.5,40,27,78,37,50,65,79,75,1467,1,0,1,3,0,1.600000024,0,2,3,6,7,"Africa","Europe Tier 1","Right","Defense",2
"784",834,197948,"F. Lejeune","Florian Lejeune",10.5,40,28,49,57,61,65,78,79,1055,0,0,0.600000024,0,0,2.599999905,0,2,3,3,4,"Europe","Europe Tier 1","Right","Defense",2
"791",842,200677,"Pedro Mendes","Pedro Filipe Teodósio Mendes",10.5,30,28,63,36,50,62,80,79,2669,1,0,0.300000012,7,0,1.299999952,0,1,3,2,6,"Europe","Europe Tier 1","Right","Defense",2
"792",843,185239,"O. Toprak","Ömer Toprak",10.5,30,29,71,37,62,66,80,74,503,0,0,0.800000012,0,0,2.200000048,0,3,4,7,9,"Europe","Europe Tier 1","Right","Defense",2
"795",846,226536,"O. Colley","Omar Colley",10.5,30,26,67,31,52,52,75,83,1765,0,0,0.300000012,0,1,2.400000095,0,1,3,3,5,"Africa","Europe Tier 1","Left","Defense",2
"798",849,205431,"N. Füllkrug","Niclas Füllkrug",10.5,30,26,64,77,62,70,38,75,1113,2,1,2.599999905,1,0,4.599999905,0,1,4,4,5,"Europe","Europe Tier 1","Right","Forward",2
"799",850,216452,"Gonçalo Paciência","Gonçalo Mendes Paciência",10,30,24,64,76,54,77,33,77,454,4,1,2.5,2,0,2.400000095,1,1,4,5,6,"Europe","Europe Tier 1","Right","Forward",2
"807",859,230578,"M. Diakhaby","Mouctar Diakhaby",10.5,30,22,56,37,52,57,76,77,2384,3,0,1.100000024,12,0,4.400000095,0,1,3,6,8,"Europe","Europe Tier 1","Right","Defense",2
"809",861,212602,"Diego Llorente","Diego Javier Llorente Ríos",10.5,20,25,60,40,62,64,76,73,1755,0,0,0.300000012,5,0,2.799999952,1,1,3,3,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"810",862,226221,"Aritz Elustondo","Aritz Elustondo",10.5,20,25,66,33,58,59,75,74,2253,1,0,0.400000006,5,0,2.400000095,1,1,3,3,5,"Europe","Europe Tier 1","Right","Defense",2
"811",864,216189,"Capa","Ander Capa Rodríguez",12.5,30,27,82,63,69,76,73,83,1637,0,0,0.400000006,9,0,1.200000048,0,1,3,6,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"812",865,212219,"A. Djiku","Alexander Djiku",10.5,20,24,76,40,64,69,76,80,2755,1,0,0.200000003,9,1,2.900000095,3,1,3,1,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"814",867,219391,"G. Escalante","Gonzalo Escalante",10.5,20,26,68,67,70,69,75,76,1784,4,1,0.699999988,6,0,1.399999976,0,1,3,1,4,"South America","Europe Tier 1","Right","Defensive Midfield",2
"818",871,235454,"M. Sarr","Malang Sarr",10.5,20,20,70,51,68,66,76,76,2995,1,1,0.300000012,1,0,1.600000024,0,1,4,3,6,"Europe","Europe Tier 1","Left","Defense",2
"820",874,221540,"Raúl","Raúl Michel Melo da Silva",10.5,20,29,51,54,59,57,79,83,1306,1,0,0.899999976,6,0,2.599999905,2,1,3,3,8,"South America","Europe Tier 2","Left","Defense",2
"823",877,241461,"Ferrán Torres","Ferrán Torres García",10.5,15,19,78,69,69,76,32,57,1210,2,1,1.999999881,5,0,3.799999952,0,1,4,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"825",879,239231,"Cucurella","Marc Cucurella Saseta",10.5,15,20,83,60,71,76,65,72,2356,1,2,0.699999988,6,0,1.299999952,0,1,3,10,10,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"826",880,208230,"A. Samaris","Andreas Samaris",10.5,15,30,57,66,70,70,79,84,1572,2,3,1,4,0,1.400000095,1,2,3,7,10,"Europe","Europe Tier 2","Right","Defensive Midfield",2
"827",881,219576,"R. Battaglia","Rodrigo Andrés Battaglia",10.5,15,27,66,68,68,73,80,80,840,0,0,2.399999857,4,0,5.900000095,0,1,4,4,9,"South America","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"829",885,229882,"Eduardo Henrique","Eduardo Henrique da Silva",10.5,10,24,72,68,74,74,71,77,1759,1,2,0.800000012,1,1,0.699999988,0,1,3,4,9,"South America","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"830",887,234725,"I. Doumbia","Idrissa Doumbia",10.5,9,21,68,57,68,73,74,86,1848,2,1,0.500000015,4,0,0.600000024,0,1,3,4,9,"Africa","Europe Tier 2","Right","Defensive Midfield",2
"833",890,181786,"V. Corluka","Vedran Corluka",8.5,60,33,58,49,65,67,81,82,2080,0,1,0.200000003,7,0,6.100000381,2,3,3,4,9,"Europe","Europe Tier 2","Right","Defense",2
"837",895,193469,"Víctor Ruiz","Víctor Ruíz Torre",10,60,30,52,42,63,59,80,76,2876,0,0,0.600000024,11,0,3.800000191,0,2,2,7,10,"Europe","Europe Tier 2","Left","Defense",2
"840",898,190324,"C. Kabasele","Christian Kabasele",10,60,28,70,50,51,62,78,77,1587,0,0,0.400000006,2,1,2.900000095,1,1,3,3,4,"Europe","Europe Tier 1","Right","Defense",2
"842",900,234574,"Diogo Dalot","José Diogo Dalot Teixeira",10,50,20,80,60,71,77,70,77,1258,0,2,1.399999976,3,0,1.899999976,0,1,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"845",903,237556,"C. Luyindama","Christian  Luyindama Nekadio",10,50,25,73,37,50,50,76,84,1170,1,1,3,4,0,11.69999981,3,1,2,7,10,"Africa","Europe Tier 2","Right","Defense",2
"846",904,228295,"R. Holding","Rob Holding",10,50,23,60,34,59,64,77,73,1227,0,0,0.400000006,4,0,4.899999619,1,1,3,7,7,"Europe","Europe Tier 1","Right","Defense",2
"847",905,230767,"Renato Sanches","Renato Júnior Luz Sanches",10,20,21,76,72,69,77,70,82,692,2,1,1.5,2,1,0.300000012,0,3,4,4,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"849",907,193158,"D. Pröpper","Davy Pröpper",9,50,27,62,70,73,75,67,75,2551,1,1,0.5,2,0,1.200000048,1,2,3,1,2,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"851",909,204366,"J. Locadia","Jürgen Locadia",10,30,25,73,75,71,73,36,73,1230,2,0,1.100000024,1,0,0.899999976,0,1,4,1,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"852",911,191687,"Maicon","Maicon Pereira Roque",10,40,30,53,55,66,54,79,83,1361,1,1,1.799999952,1,0,5.900000095,2,2,3,5,9,"South America","Asia Pacific","Right","Defense",2
"853",912,203362,"M. Elyounoussi","Mohamed Elyounoussi",10,40,24,78,71,75,76,39,63,791,0,0,1.299999952,0,0,0.600000024,0,1,4,4,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"855",915,189165,"J. Shelvey","Jonjo Shelvey",10,40,27,62,72,79,72,62,74,944,1,1,1.399999976,1,0,0.899999976,0,2,3,3,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"859",919,193886,"D. Didavi","Daniel Didavi",10,30,29,67,79,76,79,49,70,951,2,2,1.200000048,0,0,0.300000012,0,2,3,3,10,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",2
"863",924,183899,"P. Piatti","Pablo Daniel Piatti",10,30,30,84,72,75,79,47,54,735,1,0,0.800000012,0,0,0.5,0,2,2,2,5,"South America","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"865",926,238095,"N. Milenkovic","Nikola Milenkovic",10,30,21,64,44,62,61,75,81,3010,3,0,0.899999976,7,1,3.200000048,2,1,3,6,6,"Europe","Europe Tier 1","Right","Defense",2
"868",929,201505,"David López","David López Silva",10,30,29,54,60,67,66,78,78,1820,0,0,0.400000006,4,0,2.5,1,1,3,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"869",930,206115,"I. Hayden","Isaac Hayden",10,30,24,58,55,64,68,74,76,1864,1,4,0.899999976,3,1,2.200000048,2,1,4,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"871",932,234128,"Luiz Araújo","Luiz Araújo",10,30,23,89,63,68,79,38,52,768,3,2,1,2,1,0,0,1,2,4,8,"South America","Europe Tier 1","Left","Attacking Midfield",2
"873",934,224490,"M. Çelik","Mehmet Zeki Çelik",10,30,22,81,42,70,71,73,74,2976,1,5,0.400000006,5,1,0.699999988,0,1,3,4,8,"Europe","Europe Tier 1","Right","Defense",2
"874",935,226592,"J. Jankto","Jakub Jankto",10,30,23,77,70,73,76,67,64,949,0,0,0.899999976,2,0,0.200000003,0,2,3,3,5,"Europe","Europe Tier 1","Left","Attacking Midfield",2
"875",937,230613,"A. Diawara","Amadou Diawara",9.5,30,21,64,54,73,77,72,73,822,0,0,1.100000024,5,0,0.800000012,0,2,3,7,8,"Africa","Europe Tier 1","Right","Defensive Midfield",2
"879",942,229476,"W. Anton","Waldemar Anton",10,20,22,64,46,58,66,77,77,3060,1,0,0.699999988,4,0,2.5,0,1,3,3,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"882",946,214989,"M. Benítez","Martín Benítez",10,20,25,77,71,70,79,49,59,1211,3,1,2.200000048,0,0,0.899999976,0,1,2,8,9,"South America","South America","Right","Attacking Midfield,Forward",2
"883",949,240900,"Unai Núñez","Unai Núñez Gestoso",11.5,20,22,64,22,46,49,74,73,1063,0,0,1,4,0,3.599999905,1,1,3,6,6,"Europe","Europe Tier 1","Right","Defense",2
"884",951,237604,"A. Franco","Alan Javier Franco",10,15,22,65,34,50,57,76,77,1103,0,0,0.200000003,3,0,2,1,1,2,8,9,"South America","South America","Right","Defense",2
"886",955,236987,"B. Kamara","Boubacar Kamara",10,15,19,70,35,67,70,75,74,2778,1,0,0.400000006,7,1,3.700000048,2,1,3,5,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"890",959,219258,"Pedro Henrique","Pedro Henrique Pereira da Silva",10,10,26,45,42,45,55,77,82,2868,2,0,0.600000024,2,1,2.900000095,3,1,2,3,7,"South America","Europe Tier 2","Left","Defense",2
"897",969,169588,"J. Evans","Jonny Evans",9.5,80,31,56,32,59,53,80,75,1995,1,0,0.5,2,0,3,0,2,4,6,6,"Europe","Europe Tier 1","Right","Defense",2
"898",970,184826,"Adrien Silva","Adrien Sebastian Perruchet Silva",9.5,40,30,58,74,79,76,70,65,1271,0,0,0.600000024,6,0,1.399999976,0,3,4,6,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"899",971,228813,"Aleix García","Aleix García Serrano",8.5,10,22,67,67,74,75,59,57,1667,2,1,0.600000024,1,0,0.5,1,1,3,9,10,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"901",973,215639,"Kenedy","Robert Kenedy Nunes do Nascimento",9.5,20,23,76,67,71,78,57,61,1345,1,1,1.200000048,1,0,0.300000012,1,1,2,7,8,"South America","Europe Tier 1","Left","Defensive Midfield,Defense",2
"902",974,202048,"C. Coady","Conor  Coady",9.5,60,26,47,59,73,65,78,74,3420,0,0,0,5,0,0.899999976,1,1,3,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"903",975,211454,"M. Elneny","Mohamed Naser Elsayed Elneny",9.5,50,26,59,63,72,70,74,74,841,0,1,1.200000048,0,0,1.299999952,0,1,3,7,10,"Africa","Europe Tier 2","Right","Defensive Midfield",2
"904",977,165109,"S. Radu","Stefan Daniel Radu",9.5,50,32,64,64,65,68,83,69,2524,0,1,0.600000024,7,0,2.299999952,0,2,3,6,7,"Europe","Europe Tier 1","Left","Defense",2
"905",978,225018,"F. Andone","Florin Andone",9.5,60,26,75,75,63,73,51,78,876,3,0,0.800000012,5,0,1.600000024,0,2,3,1,2,"Europe","Europe Tier 1","Right","Forward",2
"907",980,230005,"T. Davies","Tom Davies",9,50,21,66,62,73,76,65,69,976,0,0,0.400000006,3,0,0.5,0,1,3,5,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"908",981,179847,"F. Fazio","Federico Julián Fazio",9.5,40,32,33,41,54,53,82,81,3345,5,0,2.199999809,6,0,9.399999619,2,3,2,7,8,"South America","Europe Tier 1","Right","Defense",2
"911",984,192565,"Y. Malli","Yunus Malli",8,40,27,71,68,76,81,33,57,689,1,1,0.400000006,0,0,0.300000012,0,2,4,4,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"913",986,210828,"B. Engels","Björn Engels",9.5,40,24,60,44,61,56,75,76,2970,1,1,0.300000012,4,0,3.099999905,0,2,3,2,2,"Europe","Europe Tier 1","Right","Defense",2
"914",987,227222,"F. Guilbert","Frédéric Guilbert",9.5,40,24,73,47,66,68,76,75,2917,1,2,0.300000012,9,1,2.400000095,2,1,2,2,2,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"916",989,203030,"R. Knoche","Robin Knoche",9.5,40,27,48,41,52,50,79,71,2790,3,0,0.5,0,0,2.599999905,1,2,4,4,6,"Europe","Europe Tier 1","Right","Defense",2
"917",992,168609,"Miranda","João Miranda de Souza Filho",9.5,30,34,64,49,60,68,84,74,2174,1,0,1.200000048,5,0,6.5,0,3,3,4,7,"South America","Asia Pacific","Right","Defense",2
"918",993,201939,"C. Piccini","Cristiano Piccini",9,30,26,77,42,66,72,76,76,2484,1,0,1.200000048,4,0,3.600000143,1,1,2,6,8,"Europe","Europe Tier 1","Right","Defense",2
"919",995,199393,"N. Pallois","Nicolas Pallois",9.5,30,31,49,53,60,56,79,84,2160,2,0,0.800000012,8,0,2.099999905,1,2,2,2,5,"Europe","Europe Tier 1","Left","Defense",2
"921",1000,236639,"Xeka","Miguel Ângelo da Silva Rocha",9.5,30,24,62,58,71,74,70,75,2264,2,0,1.299999952,10,0,1.600000024,0,1,4,4,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"923",1002,185132,"Mikel San José","Mikel San José Domínguez",9.5,30,30,43,69,69,64,79,80,1717,0,0,0.400000006,7,0,2,0,2,3,6,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"924",1005,176930,"M. Díaz","Marcelo Alfonso Díaz Rojas",9.5,30,32,59,67,81,75,74,75,1420,0,0,0.899999976,3,0,0.800000012,0,2,3,8,9,"South America","South America","Right","Defensive Midfield",2
