"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"137",137,205678,"E. Višca","Edin Višca",30.5,70,29,88,79,79,83,47,64,3049,13,14,4.099999905,2,0,0.200000003,9,2,4,5,8,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"138",138,229906,"L. Bailey","Leon Bailey Butler",30.5,60,21,91,77,75,84,33,64,2458,5,3,4,5,0,1.399999976,0,1,4,6,7,"North America","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"139",139,204970,"F. Thauvin","Florian Thauvin",30.5,60,26,83,80,81,83,41,69,2853,18,9,7.099999905,6,1,1.299999952,5,2,3,5,7,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"140",140,197965,"Pizzi","Luís Miguel Afonso Fernandes",30.5,30,29,77,77,84,81,63,68,3367,13,20,4.200000286,4,0,1.100000024,6,3,4,7,10,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"142",142,208596,"A. Belotti","Andrea Belotti",30,60,25,77,81,57,77,41,82,3301,15,3,3.400000095,5,0,4.099999905,6,3,5,4,6,"Europe","Europe Tier 1","Right","Forward",1
"143",143,225953,"S. Bergwijn","Steven Bergwijn",29.5,20,21,89,75,76,85,40,73,3265,14,13,4.100000381,5,0,0.100000001,4,2,2,5,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"144",144,181458,"I. Perišic","Ivan Perišic",29.5,130,30,84,80,78,82,62,77,3537,9,4,7.100000381,7,0,4.799999714,6,3,5,7,9,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"145",145,176635,"M. Özil","Mesut Özil",29.5,120,30,70,72,86,84,24,56,2394,6,3,1,3,0,0.400000006,2,4,2,7,7,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"146",146,198950,"Pablo Sarabia","Pablo Sarabia García",29.5,100,27,75,76,82,84,57,57,3173,14,14,3.799999952,9,1,0.800000012,6,2,4,9,10,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"147",147,199434,"D. Tadic","Dušan Tadic",29.5,40,30,68,80,84,85,41,71,3989,34,17,4,5,0,1.5,7,3,3,7,10,"Europe","Europe Tier 2","Left","Attacking Midfield,Forward",1
"148",148,188152,"Oscar","Oscar dos Santos Emboaba Júnior",27,30,27,74,76,83,81,55,50,2520,9,13,2.799999952,4,0,0.699999988,8,3,3,2,5,"South America","Asia Pacific","Right","Midfield (Attacking/Defensive)",1
"149",149,210035,"Grimaldo","Alejandro Grimaldo García",29.5,20,23,85,63,79,84,77,71,4027,7,13,4.5,5,0,2.099999905,2,3,2,7,10,"Europe","Europe Tier 2","Left","Defense",1
"150",150,205498,"Jorginho","Luiz Frello Filho Jorge",29,140,27,55,63,84,81,70,73,3905,2,0,0.600000024,8,0,1,0,2,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"151",151,207410,"M. Kovacic","Mateo Kovacic",29,120,25,76,68,81,86,67,70,2659,0,2,1.200000048,4,0,0.600000024,0,3,4,7,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"152",152,220971,"N. Keïta","Naby Keïta",29,90,24,71,73,76,88,65,66,1638,3,1,1.900000095,1,0,1.200000048,1,2,4,10,9,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"153",153,224293,"Rúben Neves","Rúben Diogo da Silva Neves",29,90,22,62,74,83,76,70,73,3009,4,3,2.099999905,8,0,0.899999976,0,2,4,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"154",154,214997,"A. Correa","Ángel Correa",29,60,24,83,80,75,86,54,65,2276,3,3,2.299999952,9,1,0.400000006,1,1,4,9,9,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"155",155,227055,"Gelson Martins","Gelson Dany Batalha Martins",23,40,24,95,71,74,86,47,61,1705,4,2,2.5,1,0,0.900000036,0,3,3,6,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"156",156,187961,"Paulinho","José Paulo Bezzera Maciel Júnior",29,40,30,72,81,77,80,78,85,2436,19,6,2.700000048,2,1,1.100000024,9,3,3,6,10,"South America","Asia Pacific","Right","Midfield (Attacking/Defensive)",1
"157",157,216201,"Iñaki Williams","Iñaki Williams Arthuer",29,40,25,94,80,72,80,41,82,3040,13,4,2,3,0,2.099999905,5,2,2,6,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"158",158,221992,"H. Lozano","Hirving Rodrigo Lozano Bahena",29,80,23,93,76,73,83,41,66,3016,19,9,6.200000286,5,0,1.299999952,5,3,3,7,9,"North America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"159",159,184344,"L. Bonucci","Leonardo Bonucci",28.5,160,32,58,58,69,70,87,79,3371,3,2,1,2,0,3.200000048,0,3,4,10,10,"Europe","Europe Tier 1","Right","Defense",1
"160",160,200458,"L. Digne","Lucas Digne",28.5,100,25,78,69,79,79,80,76,2966,4,4,1,5,1,2.599999905,4,2,3,5,6,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"161",161,176676,"Marcelo","Marcelo Vieira da Silva Júnior",28,200,31,81,74,83,89,77,79,2185,3,3,2.5,6,0,0.600000024,1,4,4,10,10,"South America","Europe Tier 1","Left","Defense",1
"162",162,182493,"D. Godín","Diego Godín",28,130,33,60,48,64,61,89,83,3048,4,1,1.299999952,8,0,5.700000286,1,3,3,7,9,"South America","Europe Tier 1","Right","Defense",1
"163",163,200647,"J. Ilicic","Josip Ilicic",28,90,31,70,84,84,85,43,67,2151,12,7,3.299999952,5,1,0.200000003,4,3,4,3,6,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"164",164,242444,"João Félix","João Félix Sequeira",28,40,19,82,80,74,81,40,70,2307,18,8,5.899999619,4,0,2.700000048,1,1,4,9,9,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"165",165,211748,"K. Demirbay","Kerem Demirbay",27.5,80,25,67,74,82,84,64,70,2397,4,11,4.099999905,9,0,1.5,6,2,4,6,7,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"166",167,207566,"William Carvalho","William Silva de Carvalho",27.5,30,27,42,57,77,74,79,85,3001,0,5,0.600000024,8,0,1.999999881,0,3,4,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"167",168,223959,"L. Torreira","Lucas Torreira Di Pascua",27,80,23,75,67,77,80,81,75,3001,2,3,1.200000048,7,1,0.900000036,0,2,3,7,7,"South America","Europe Tier 1","Right","Defensive Midfield",1
"168",169,209989,"T. Partey","Thomas Partey",27,70,26,73,72,77,77,79,84,2485,3,5,2.399999857,10,1,2.299999952,5,2,3,9,9,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",1
"169",170,199451,"W. Ben Yedder","Wissam Ben Yedder",27,70,28,84,82,77,85,39,61,3442,26,9,4.5,4,0,1.900000095,4,2,5,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"170",171,216354,"A. Kramaric","Andrej Kramaric",27,60,28,73,85,73,85,30,71,2885,22,5,6.700000286,2,0,0.5,2,2,4,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"171",172,231478,"L. Martínez","Lautaro Martínez",26.5,60,21,81,77,68,82,40,83,1636,7,2,5.400000095,7,0,3.899999857,0,1,4,7,9,"South America","Europe Tier 1","Right","Forward",1
"172",173,198329,"Rodrigo","Rodrigo Moreno Machado",27,60,28,90,80,74,82,44,70,3307,10,8,5,4,1,4.299999714,2,2,3,6,8,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"173",174,202651,"Suso","Jesús Joaquín Fernández Sáez",26.5,60,25,78,76,83,87,33,53,3284,8,10,5.5,8,1,0.400000006,7,3,3,7,7,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"175",177,200610,"K. Volland","Kevin Volland",26.5,90,26,76,84,79,79,41,83,3180,14,11,3.799999952,5,0,1.799999952,5,2,4,6,7,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"176",178,216409,"M. Politano","Matteo Politano",26.5,80,25,84,77,78,84,42,57,3294,6,7,5.5,5,1,0.699999988,0,2,4,7,9,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"178",180,171877,"M. Hamšík","Marek Hamšík",26.5,30,31,69,77,83,83,72,69,3859,3,2,3.500000119,3,0,1.600000024,2,3,5,1,2,"Europe","Asia Pacific","Right","Attacking Midfield,Forward",1
"179",181,227928,"Nélson Semedo","Nélson Cabral Semedo",26,150,25,92,57,69,81,77,75,2158,1,0,0.200000003,7,0,1.100000024,0,2,3,10,10,"Europe","Europe Tier 1","Right","Defense",1
"180",182,192318,"M. Götze","Mario Götze",26,100,27,71,78,85,86,56,70,2118,7,7,2.100000143,0,0,0.5,0,4,4,7,9,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"182",184,203486,"T. Hazard","Thorgan Hazard",26,90,26,82,77,80,86,47,64,2878,10,10,2.299999952,1,0,0.699999988,6,2,4,7,9,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"183",185,235569,"T. Ndombele","Tanguy NDombèlé Alvaro",26,90,22,80,65,78,87,70,78,3330,3,7,2,3,0,1,3,1,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"184",186,234906,"H. Aouar","Houssem Aouar",26,60,21,79,71,79,83,66,67,3699,7,10,4,3,0,0.899999976,3,1,3,6,9,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"185",187,208574,"F. Kostic","Filip Kostic",26,50,26,87,76,77,81,67,78,3995,10,12,3.699999809,8,0,2.299999952,7,2,2,5,6,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"186",188,195093,"Willian José","Willian José da Silva",26,40,27,69,82,68,75,40,81,2374,11,5,1.799999952,5,1,1.399999976,2,2,4,3,5,"South America","Europe Tier 1","Right","Forward",1
"187",189,189575,"Muniain","Iker Muniain Goñi",26,30,26,80,72,77,87,51,58,2387,7,4,0.699999988,7,0,0.200000003,1,2,3,6,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"188",190,216547,"Rafa","Rafael Alexandre Fernandes Ferreira da Silva",26,20,26,93,71,74,86,50,52,2603,17,2,4.800000191,6,0,2.200000048,8,2,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"189",191,188377,"K. Walker","Kyle Walker",25.5,160,29,91,63,76,77,81,81,3523,1,1,1,4,0,2.299999952,0,3,2,9,10,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"190",192,184432,"Azpilicueta","César Azpilicueta Tanco",25.5,140,29,70,55,77,73,85,76,4097,1,5,1,6,0,3.599999905,1,3,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"191",193,186561,"A. Ramsey","Aaron Ramsey",25.5,140,28,68,77,79,80,68,74,1810,6,7,2.900000095,0,0,1.200000048,0,3,3,10,10,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"192",194,177610,"Javi Martínez","Javier Martínez Aginaga",25.5,120,30,48,55,69,63,86,83,1833,4,0,1.700000048,4,0,6.200000286,2,3,3,9,10,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"193",195,184484,"G. Sigurðsson","Gylfi Þór Sigurðsson",25.5,120,29,56,81,84,80,57,69,3134,13,6,2.299999952,3,0,0.5,6,3,4,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"194",196,195365,"K. Kampl","Kevin Kampl",25.5,80,28,76,67,80,86,63,62,2410,2,6,3.799999952,5,0,0.900000036,2,2,4,6,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"195",197,208448,"E. Forsberg","Emil Forsberg",25.5,70,27,70,71,81,83,33,62,1254,4,7,1.5,0,0,0.400000006,1,2,4,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"196",198,198141,"Bartra","Marc Bartra Aregall",25.5,40,28,73,61,73,72,82,74,3380,1,0,0.800000012,5,0,4.099999905,1,3,3,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"197",199,170890,"B. Matuidi","Blaise Matuidi",25,140,32,75,66,76,78,83,81,3112,3,2,1.200000048,7,0,2,0,3,2,10,10,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"199",201,179844,"Diego Costa","Diego da Silva Costa",25,80,30,73,82,64,75,49,85,1424,3,3,2.299999952,7,1,4.299999714,0,4,4,9,9,"Europe","Europe Tier 1","Right","Forward",1
"200",202,207863,"Felipe","Felipe Augusto de Almeida Monteiro",25,70,30,64,41,57,60,84,87,3696,2,2,1.700000048,12,0,9.100000381,3,3,3,9,9,"South America","Europe Tier 1","Right","Defense",1
"202",204,226456,"Pablo Fornals","Pablo Fornals Malla",24.5,80,23,67,76,79,80,71,68,3360,5,6,3.400000095,5,0,0.700000048,1,1,3,4,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"203",205,221363,"D. van de Beek","Donny van de Beek",24.5,20,22,71,78,77,79,71,79,3427,12,12,3.299999952,3,0,1.299999952,2,2,3,7,10,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"204",206,169416,"C. Vela","Carlos Alberto Vela Garrido",24.5,15,30,80,82,78,84,31,67,2906,36,11,5.099999905,1,0,0.200000003,19,3,2,2,8,"North America","North America","Left","Attacking Midfield,Forward",1
"205",207,207494,"J. Lingard","Jesse Lingard",24,130,26,80,78,76,83,58,72,1970,4,2,1.700000048,4,0,0.200000003,1,2,3,7,8,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"206",208,205452,"A. Rüdiger","Antonio Rüdiger",24,110,26,72,43,67,63,82,78,3234,1,0,1.799999952,8,0,5.299999714,0,2,3,7,8,"Europe","Europe Tier 1","Right","Defense",1
"207",209,185020,"José Callejón","José María Callejón Bueno",24,100,32,89,78,75,83,47,64,3621,4,14,4.699999809,3,0,1.400000095,2,3,3,7,9,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"208",210,199042,"C. Aránguiz","Charles Mariano Aránguiz Sandoval",24,90,30,63,72,82,81,74,73,2202,3,7,2.299999952,3,0,1.5,3,2,4,6,7,"South America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"209",211,222509,"Dani Ceballos","Daniel Ceballos Fernández",24,80,22,69,67,79,84,68,68,1433,3,0,2.299999952,3,0,0.699999988,0,2,3,10,10,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"210",212,190813,"S. El Shaarawy","Stephan El Shaarawy",24,30,26,87,78,71,84,42,60,2844,12,6,5.399999976,4,0,1.999999955,5,3,3,3,5,"Europe","Asia Pacific","Right","Attacking Midfield,Forward",1
"211",213,236632,"David Neres","David Neres Campos",24,30,22,87,73,73,87,36,65,2735,10,10,2.700000048,3,0,0.400000006,3,2,3,7,10,"South America","Europe Tier 2","Left","Attacking Midfield",1
"212",214,200888,"Danilo Pereira","Danilo Luís Hélio Pereira",24,20,27,65,63,72,74,82,85,3036,2,1,2.799999952,4,0,5.200000286,0,3,3,7,10,"Europe","Europe Tier 3","Right","Defensive Midfield",1
"213",215,181872,"A. Vidal","Arturo Vidal",23.5,200,32,67,79,80,78,85,86,2286,3,7,1.200000048,8,0,2.100000143,0,4,4,10,10,"South America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"214",216,162347,"João Moutinho","João Filipe Iria Santos Moutinho",23.5,120,32,56,75,85,82,71,67,3040,1,8,0.5,4,0,0.600000024,1,3,4,2,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"215",217,183574,"M. Kruse","Max Kruse",23.5,100,31,66,83,83,83,45,70,2837,11,9,2.799999952,0,0,0.800000012,5,2,4,7,9,"Europe","Europe Tier 2","Left","Attacking Midfield,Forward",1
"216",218,210243,"Ricardo Pereira","Ricardo Barbosa Pereira",23.5,90,25,86,64,77,81,79,73,3125,2,6,0.699999988,7,0,1.899999976,4,3,4,6,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"217",220,211256,"N. Tagliafico","Nicolás Alejandro Tagliafico",22.5,30,26,81,57,72,76,80,81,3416,5,4,2.199999809,10,0,3.299999952,3,2,2,7,10,"South America","Europe Tier 2","Left","Defense",1
"218",221,203263,"H. Maguire","Harry Maguire",23,120,26,50,53,64,69,81,84,2599,3,0,1,6,1,3.799999952,2,1,3,7,8,"Europe","Europe Tier 1","Right","Defense",1
"219",222,193348,"X. Shaqiri","Xherdan Shaqiri",23,120,27,80,77,81,85,46,69,1235,6,5,2.100000143,2,0,0.100000001,1,3,4,10,9,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"220",223,172879,"Sokratis","Sokratis Papastathopoulos",23,110,31,72,51,52,60,84,83,3174,3,2,1,12,1,3.900000095,2,3,2,7,7,"Europe","Europe Tier 1","Right","Defense",1
"221",224,208333,"E. Can","Emre Can",23,110,25,70,68,77,79,81,84,2141,4,1,1.600000024,8,0,3,1,2,4,10,10,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"222",225,240130,"Éder Militão","Éder Gabriel Militão",22.5,100,21,79,50,66,71,81,81,3423,5,1,1.600000024,2,0,7.399999619,7,1,2,10,10,"South America","Europe Tier 1","Right","Defense",1
"224",227,193283,"T. Delaney","Thomas Delaney",23,80,27,77,73,74,75,83,82,2587,3,5,1.300000072,8,0,3.199999809,4,2,4,7,9,"Europe","Europe Tier 1","Left","Defensive Midfield",1
"225",228,215333,"D. Zapata","Duván Zapata",23,80,28,71,81,56,76,37,83,2900,23,7,3.200000048,5,0,1.799999952,4,2,4,3,5,"South America","Europe Tier 1","Right","Forward",1
"226",229,198951,"C. Bakambu","Cédric Bakambu",23,30,28,90,81,72,80,35,76,1308,10,4,3.099999905,0,0,0.899999976,2,2,4,4,7,"Africa","Asia Pacific","Right","Attacking Midfield,Forward",1
"227",230,208808,"Q. Promes","Quincy Anton Promes",23,30,27,91,79,79,83,40,67,2780,4,5,7.200000048,5,0,1.800000027,2,2,4,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"228",231,189805,"L. de Jong","Luuk de Jong",23,30,28,56,79,71,69,51,78,3591,31,6,6.799999714,5,0,17.39999962,15,2,3,7,7,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"229",232,186627,"M. Balotelli","Mario  Barwuah Balotelli",23,30,28,76,82,73,79,24,76,1699,8,1,6.200000048,10,1,2.699999928,2,4,4,2,1,"Europe","Europe Tier 1","Right","Forward",1
"230",233,193082,"J. Cuadrado","Juan Cuadrado",22.5,130,31,91,72,77,88,66,67,1553,1,4,1.700000048,5,0,1.299999952,2,3,3,10,10,"South America","Europe Tier 1","Right","Defensive Midfield,Defense",1
"231",234,200536,"N. Schulz","Nico Schulz",22.5,80,26,90,52,76,80,74,76,2986,1,6,3,6,0,0.699999988,1,1,2,7,9,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"232",235,210406,"P. Zielinski","Piotr Zielinski",22.5,70,25,81,72,81,84,70,61,3540,7,2,4.600000381,6,0,1.600000024,0,3,5,7,9,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"234",237,238794,"Vinícius Jr.","Vinícius José de Oliveira Júnior",22.5,60,18,93,70,71,85,29,63,1098,2,2,4.599999905,0,0,0.100000001,0,2,4,10,10,"South America","Europe Tier 1","Right","Attacking Midfield",1
"235",238,204923,"M. Sabitzer","Marcel Sabitzer",22.5,60,25,74,80,76,80,57,77,2628,4,4,3.700000048,10,0,1.5,1,2,4,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"236",239,202562,"J. Roussillon","Jérôme Roussillon",22.5,60,26,89,65,76,80,78,78,2466,3,4,0.699999988,4,0,0.899999976,3,2,3,4,6,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"237",240,178518,"R. Nainggolan","Radja Nainggolan",22.5,50,31,72,79,78,83,83,82,2427,7,3,6.400000095,3,0,1.899999976,1,3,3,7,9,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"238",241,207877,"J. Martínez","Josef Alexander Martínez",22.5,15,26,89,79,61,79,25,73,2851,28,3,4,2,0,0.899999976,6,1,4,4,9,"South America","North America","Right","Forward",1
"240",243,199564,"Sergi Roberto","Sergio Roberto Carnicer",22,150,27,78,63,81,78,77,73,2798,0,7,0.600000024,4,0,2.100000143,1,3,3,10,10,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"241",244,183711,"J. Henderson","Jordan Brian Henderson",22,110,29,64,70,83,77,78,80,2782,1,4,1.299999952,2,1,1.900000095,0,2,3,10,9,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"242",245,193474,"I. Gueye","Idrissa Gana Gueye",22,100,29,73,59,70,78,85,78,2826,0,2,0.600000024,6,0,1,2,2,3,9,10,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"244",247,207791,"Y. Poulsen","Yussuf Yurary Poulsen",22,60,25,83,74,67,75,56,82,2573,16,3,4.099999905,3,0,8.399999619,4,2,3,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"245",248,190584,"Illarramendi","Asier Illarramendi Andonegi",22,40,29,54,71,80,79,80,71,1822,1,1,0.600000024,8,0,1.299999952,0,2,3,3,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"246",249,206467,"A. Plea","Alassane Plea",22,40,26,76,81,76,78,39,74,2509,12,4,2.400000095,2,0,1.100000024,1,2,3,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"247",250,190815,"D. Blind","Daley Blind",22,30,29,54,65,80,77,82,74,4053,5,4,1.600000024,2,0,4.599999905,0,3,3,7,10,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"248",251,191740,"Ander Herrera","Ander Herrera Agüera",21.5,100,29,70,72,78,80,82,77,1574,2,3,3,6,0,0.200000003,2,3,4,9,10,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"249",252,199503,"G. Xhaka","Granit Xhaka",21,90,26,51,67,81,71,69,78,3262,4,5,1.700000048,12,0,3.199999809,5,3,3,7,7,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"250",253,202857,"K. Bellarabi","Karim Bellarabi",21.5,90,29,92,76,74,85,34,71,1331,7,5,6.5,5,1,0.400000006,2,3,3,6,7,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"251",254,209889,"R. Guerreiro","Raphaël Guerreiro",21.5,80,25,73,75,82,85,66,57,1817,6,6,3.200000048,2,0,0.600000024,2,3,2,7,9,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"252",255,207807,"R. Fraser","Ryan Fraser",21.5,80,25,90,73,78,83,46,61,3173,7,14,1.299999952,2,0,0.300000012,5,1,4,1,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"253",256,212814,"João Mário","João Mário Naval Costa Eduardo",21.5,60,26,69,69,80,83,64,67,1081,1,2,0.800000012,2,0,0.300000012,1,3,4,4,9,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"254",257,156519,"H. Herrera","Héctor Miguel Herrera López",21.5,70,29,72,75,75,76,78,81,3513,8,1,3.100000143,8,0,3.799999952,1,3,4,9,9,"North America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"255",258,224232,"N. Barella","Nicolò Barella",21.5,60,22,76,66,78,80,74,69,3112,1,3,1.5,8,2,0.600000024,1,2,3,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"257",260,189125,"G. Bonaventura","Giacomo Bonaventura",21.5,60,29,73,77,82,82,72,69,795,3,1,3.900000095,0,0,2.600000143,0,3,3,7,7,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"258",261,201305,"Gabriel Paulista","Gabriel Armando de Abreu",21.5,50,28,71,49,69,65,83,81,3570,0,1,1.100000024,8,0,6.599999905,1,2,2,6,8,"South America","Europe Tier 1","Right","Defense",1
"259",262,201455,"G. Kondogbia","Geoffrey Kondogbia",21.5,40,26,69,73,76,79,78,88,1833,1,1,1.700000048,5,0,3.5,2,2,2,6,8,"Africa","Europe Tier 1","Left","Defensive Midfield",1
"260",263,184200,"M. Arnautovic","Marko Arnautovic",21.5,30,30,80,79,77,82,47,82,2727,19,7,5.200000048,4,0,1.399999976,4,3,4,2,5,"Europe","Asia Pacific","Right","Attacking Midfield,Forward",1
